rank,title,artist,year,preview_url
23,Travelin' Man,Ricky Nelson,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/4f/a3/a9/4fa3a968-902d-476f-2360-77d0fb2db07c/mzaf_16692204859998431327.plus.aac.p.m4a
24,Shop Around,The Miracles,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/66/dd/c9/66ddc9eb-ed1b-116d-bea2-d336c4521c01/mzaf_7456977745710723982.plus.aac.p.m4a
25,The Boll Weevil Song,Brook Benton,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/bc/d3/20/bcd32095-732c-2ad5-af39-c8e47f67754a/mzaf_11892062309888308552.plus.aac.p.m4a
26,A Hundred Pounds of Clay,Gene McDaniels,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/8a/61/a7/8a61a750-3f6b-0ff8-bf29-7530474fd164/mzaf_17792554686674406960.plus.aac.p.m4a
27,The Mountain's High,Dick and Dee Dee,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/d9/81/6d/d9816de4-f33b-b8c4-d60e-ea40e25b1afb/mzaf_3577930269597098140.plus.aac.p.m4a
28,Don't Worry,Marty Robbins,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/aa/a4/94/aaa49416-c71a-5ce2-e4b6-46fc52b72345/mzaf_3169771738599121953.plus.aac.p.m4a
29,On the Rebound,Floyd Cramer,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/cb/85/12/cb8512a7-0111-712d-1a1a-a20439bd861b/mzaf_4007873956542957423.plus.aac.p.m4a
30,Portrait of My Love,Steve Lawrence,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/e8/25/90/e8259019-cf0d-d708-28b9-f955181f92a8/mzaf_13098092820023322686.plus.aac.p.m4a
31,Quarter to Three,Gary U.S. Bonds,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/16/b6/3f/16b63fcd-4b17-5add-ff2f-90322fa40e1e/mzaf_5391761672960024033.plus.aac.p.m4a
32,"Who Put the Bomp (in the Bomp, Bomp, Bomp)",Barry Mann,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/18/50/50/185050e9-f520-e4fc-9a85-97f8c7559733/mzaf_11658130183198119198.plus.aac.p.m4a
33,Calendar Girl,Neil Sedaka,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/2e/b0/7f/2eb07fc3-5a10-97b3-24d8-ba29cee6ee89/mzaf_17573009499928585841.plus.aac.p.m4a
34,I Like It Like That,Chris Kenner,1961,https://audio-ssl.itunes.apple.com/itunes-assets/Music/v4/63/13/a2/6313a2bb-9208-acf8-ee3f-512f4cf15a4b/mzaf_392619505166155998.plus.aac.p.m4a
35,Apache,J�rgen Ingmann,1961,
36,Don't Bet Money Honey,Linda Scott,1961,https://audio-ssl.itunes.apple.com/itunes-assets/Music/f0/2e/99/mzi.brwfbxdp.aac.p.m4a
37,Without You,Johnny Tillotson,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/64/56/18/64561872-3db5-75f5-471a-fc49676054fd/mzaf_4477628634467448629.plus.aac.p.m4a
38,Wings of a Dove,Ferlin Husky,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/25/bd/fc/25bdfcc4-03d3-1f80-5c89-c70f8b5b122d/mzaf_13254539472226668588.plus.aac.p.m4a
39,Little Sister,Elvis Presley,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/1a/a7/12/1aa7123e-5c89-8268-2924-212932556d0a/mzaf_136314250661295528.plus.aac.p.m4a
40,Blue Moon,The Marcels,1961,https://audio-ssl.itunes.apple.com/itunes-assets/Music/57/43/9d/mzm.pxpfbglq.aac.p.m4a
41,Daddy's Home,Shep and the Limelites,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/7b/be/97/7bbe9700-4f0b-47be-b21a-5065a88d7c23/mzaf_2800816678454053422.plus.aac.p.m4a
42,This Time,Troy Shondell,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/3a/08/85/3a088561-d3c9-abd0-fa82-8437bdf09542/mzaf_2485163841472317061.plus.aac.p.m4a
43,(I Don't Know Why) But I Do,"Clarence ""Frogman"" Henry",1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/9d/fd/78/9dfd78e5-63f5-160a-9d24-9eb1c872458d/mzaf_14220899287726697344.plus.aac.p.m4a
44,Asia Minor,Kokomo,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/6f/73/45/6f7345ca-8d0c-d76c-dc8e-3845dac97b8b/mzaf_3207771729506147012.plus.aac.p.m4a
45,Hello Walls,Faron Young,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/53/27/17/53271721-2b12-9a2d-2df0-e9ba6bc39f2f/mzaf_14422151247224014453.plus.aac.p.m4a
46,Runaround Sue,Dion,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/8c/64/7d/8c647d33-0a18-0d8e-34bd-2e2ddda2668c/mzaf_6577117452610566027.plus.aac.p.m4a
47,Yellow Bird,Arthur Lyman,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview71/v4/d6/8e/5d/d68e5d99-5da9-d201-e73b-0cebb9706428/mzaf_137484327468232699.plus.aac.p.m4a
48,Hurt,Timi Yuro,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/09/d0/ef/09d0efc1-08c7-b378-1b6c-dba9d01f599f/mzaf_5959857463222266424.plus.aac.p.m4a
49,Hello Mary Lou,Ricky Nelson,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/b1/ee/8f/b1ee8f71-914a-0763-a64b-67a1c2435a1d/mzaf_472838201090742376.plus.aac.p.m4a
50,There's a Moon Out Tonight,The Capris,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/59/39/b4/5939b4f4-e3b1-f430-da48-b304a650c097/mzaf_6752741333694384633.plus.aac.p.m4a
51,Surrender,Elvis Presley,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/4f/78/88/4f78886e-a704-33d0-a973-7396ac800498/mzaf_11222682930148988183.plus.aac.p.m4a
52,I Love How You Love Me,The Paris Sisters,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/df/d1/30/dfd13084-f58d-ef9c-0f55-abb6104ea2ec/mzaf_8300744714221657314.plus.aac.p.m4a
53,Ya Ya,Lee Dorsey,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/9f/c4/a9/9fc4a901-4830-f0e8-02b0-72a5cbb6e056/mzaf_14049359998066911619.plus.aac.p.m4a
54,School Is Out,Gary U.S. Bonds,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/35/5f/f6/355ff6d1-3491-37d9-186c-c7362d111228/mzaf_15756526444295978282.plus.aac.p.m4a
55,Mexico,Bob Moore,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/a8/2a/a5/a82aa5d6-c3e7-3c71-cc4d-979db44f1b8b/mzaf_4796184667609643469.plus.aac.p.m4a
56,You Don't Know What You've Got (Until You Lose It),Ral Donner,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/f7/dc/d2/f7dcd2f3-5841-d200-e260-07004bc31e31/mzaf_6657725116578799267.plus.aac.p.m4a
57,Walk Right Back,The Everly Brothers,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/27/76/ac/2776aca4-f04a-28a1-b700-7d227e1d53ba/mzaf_7579030560162091798.plus.aac.p.m4a
58,The Way You Look Tonight,The Lettermen,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/ed/8b/22/ed8b2208-ab9b-9c1c-124c-55a8433aea44/mzaf_7476268841302906562.plus.aac.p.m4a
59,Moody River,Pat Boone,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/0c/80/80/0c808004-fdce-deaa-80d5-445436766aa4/mzaf_909280612023652139.plus.aac.p.m4a
60,One Mint Julep,Ray Charles,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/19/7e/b3/197eb37a-9ca3-5553-4a7d-09688b692a0d/mzaf_2586490585127287918.plus.aac.p.m4a
61,Take Good Care of Her,Adam Wade,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/7d/df/2b/7ddf2be5-24d3-c8b4-5fbc-d9457ff7656a/mzaf_14114183615811358251.plus.aac.p.m4a
62,Gee Whiz (Look at His Eyes),Carla Thomas,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/1e/6f/63/1e6f6351-d8fc-aae0-6d28-f5d33cb7ef90/mzaf_18150163176236495043.plus.aac.p.m4a
63,Stand by Me,Ben E. King,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/36/ce/b9/36ceb97f-87b8-7d86-6f9b-d20b8dc53056/mzaf_7357001597021880811.plus.aac.p.m4a
64,Spanish Harlem,Ben E. King,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/d4/b9/a6/d4b9a675-ff43-9691-5178-a0d08882769e/mzaf_6478843002700704823.plus.aac.p.m4a
65,It's Gonna Work Out Fine,Ike and Tina Turner,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/89/b5/59/89b559ca-1fa1-053d-5f8c-1053030fbc4a/mzaf_713495379256398404.plus.aac.p.m4a
66,Baby Blue,The Echoes,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/59/5e/99/595e990f-a55c-c588-5fa3-f7157fbeb2dc/mzaf_8683518242659378878.plus.aac.p.m4a
67,Baby Sittin' Boogie,Buzz Clifford,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview71/v4/00/23/c4/0023c487-6197-5ada-f415-f15016981cad/mzaf_1475441566139908915.plus.aac.p.m4a
68,Hats Off to Larry,Del Shannon,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/23/61/00/23610010-1df5-52a1-6b29-e5c36d5dca8f/mzaf_16313540180161341990.plus.aac.p.m4a
69,Those Oldies but Goodies,Little Caesar & the Romans,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/da/ef/3f/daef3f81-9d45-94f9-9fa7-eed9ea6ce1c2/mzaf_12843609794160525634.plus.aac.p.m4a
70,The Fly,Chubby Checker,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/ad/58/b7/ad58b77b-252e-13e6-3c75-afb40387a677/mzaf_15359860424989121758.plus.aac.p.m4a
71,(Marie's the Name) His Latest Flame,Elvis Presley,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/c3/2e/30/c32e3007-bc9c-29cc-3b66-553280210b3f/mzaf_312152493757531191.plus.aac.p.m4a
72,Wonderland by Night,Bert Kaempfert,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/b1/97/30/b1973039-40ae-1f70-4363-9cf5469d04df/mzaf_8012231097776532188.plus.aac.p.m4a
73,Bless You,Tony Orlando,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/f6/85/76/f68576be-27c3-bf31-0ab3-8af1d3941fa6/mzaf_15439931395880310162.plus.aac.p.m4a
74,I've Told Every Little Star,Linda Scott,1961,https://audio-ssl.itunes.apple.com/itunes-assets/Music/c6/a2/4e/mzi.tzjbtnno.aac.p.m4a
75,One Track Mind,Bobby Lewis,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/0f/c5/cf/0fc5cf93-5c9c-e985-b757-802612e99bc5/mzaf_15434651279289356081.plus.aac.p.m4a
76,Angel Baby,Rosie and the Originals,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/45/b7/8f/45b78f6a-685c-5c10-a201-5c24e844a623/mzaf_17900955180097605001.plus.aac.p.m4a
77,Pretty Little Angel Eyes,Curtis Lee,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/9f/5f/62/9f5f62ab-aaf7-14cf-c7ed-631bb1106bb2/mzaf_12039888550809858873.plus.aac.p.m4a
78,Think Twice,Brook Benton,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/04/c7/27/04c72732-4815-263e-a0be-f41b0a613aac/mzaf_12546731289789731380.plus.aac.p.m4a
79,Does Your Chewing Gum Lose Its Flavour (On the Bedpost Overnight?),Lonnie Donegan,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/22/78/36/22783687-d26b-5d61-9756-871e5d1a203b/mzaf_10544205861110149652.plus.aac.p.m4a
80,Breakin' in a Brand New Broken Heart,Connie Francis,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/71/72/a3/7172a3c4-4e7a-25f7-9523-0db83a3c0c7b/mzaf_17906970883854695215.plus.aac.p.m4a
81,Mama Said,The Shirelles,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/9f/70/0d/9f700d17-53cb-1b99-c842-bbe0409592a4/mzaf_44198099658121834.plus.aac.p.m4a
82,Let the Four Winds Blow,Fats Domino,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/12/9e/ff/129effbd-8f67-2889-aff0-a98b75ff3de6/mzaf_15790761653452536367.plus.aac.p.m4a
83,The Writing on the Wall,Adam Wade,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/6b/fb/d7/6bfbd790-ed69-4882-5182-2ef9af8b1f40/mzaf_8781076379621263331.plus.aac.p.m4a
84,My Kind of Girl,Matt Monro,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/7e/8c/2d/7e8c2d5e-d6fa-6e26-bdff-7d672abe2fdd/mzaf_5550569715717493733.plus.aac.p.m4a
85,"Tonight My Love, Tonight",Paul Anka,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/1e/fd/79/1efd794a-5ebd-6817-1253-816930fe7bf6/mzaf_10354618515723221793.plus.aac.p.m4a
86,San Antonio Rose,Floyd Cramer,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/b8/b2/25/b8b22564-1c94-ffdc-5aa0-eb5d86cf6dcc/mzaf_4406882768290553809.plus.aac.p.m4a
87,Big Bad John,Jimmy Dean,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/24/80/b5/2480b540-2764-7df9-ede3-dacf8a86139f/mzaf_8192140936257156171.plus.aac.p.m4a
88,Good Time Baby,Bobby Rydell,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/77/10/bd/7710bdfe-b42a-8fc0-b20f-7638ffed44e0/mzaf_16858521254818180230.plus.aac.p.m4a
89,Rubber Ball,Bobby Vee,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/d8/53/97/d8539756-482a-4957-4678-123dc3f2f33b/mzaf_16020413790743672759.plus.aac.p.m4a
90,Missing You,Ray Peterson,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/7f/29/b1/7f29b138-ac63-d434-dfcb-1fba1156c58d/mzaf_8828506741289904812.plus.aac.p.m4a
91,Dum Dum,Brenda Lee,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/f5/41/28/f5412813-199d-b873-6bfd-d0d840b4e061/mzaf_11055464613498842451.plus.aac.p.m4a
92,I'm Gonna Knock on Your Door,Eddie Hodges,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/d1/9e/9a/d19e9ad3-d5b6-2ff2-1414-3d484a61e827/mzaf_15509434313463467080.plus.aac.p.m4a
93,You Can Depend on Me,Brenda Lee,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/54/21/07/54210767-b715-e16d-4eab-0cc333effa4f/mzaf_16536556135819869988.plus.aac.p.m4a
94,Let's Twist Again,Chubby Checker,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/4e/46/4c/4e464c49-4865-1633-2536-fec8329fa6df/mzaf_8897891897894255262.plus.aac.p.m4a
95,Take Five,The Dave Brubeck Quartet,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/3e/8b/96/3e8b9602-7077-4051-355e-089bda8e92b7/mzaf_1881712706876968559.plus.aac.p.m4a
96,Are You Lonesome Tonight?,Elvis Presley,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/09/7e/ac/097eac08-555b-5a18-0aae-47c426c9f86b/mzaf_3589422872827702880.plus.aac.p.m4a
97,Sea of Heartbreak,Don Gibson,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/f9/99/43/f99943e0-2259-83c1-b9b7-da033e9eb6c8/mzaf_5963378635694270852.plus.aac.p.m4a
98,More Money for You and Me,The Four Preps,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/12/6b/c3/126bc3e5-b3fc-ee35-4493-92ee01b6a597/mzaf_3326647913685135669.plus.aac.p.m4a
99,You Must Have Been a Beautiful Baby,Bobby Darin,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/a8/88/2d/a8882d11-2857-3ddf-3c91-f0d4c1f0f94a/mzaf_17485399805712336977.plus.aac.p.m4a
100,Please Stay,The Drifters,1961,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/88/dd/61/88dd618d-4aad-faad-feb3-f262a973dffe/mzaf_12677887945487956421.plus.aac.p.m4a
1,Stranger on the Shore,Acker Bilk,1962,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/b3/fa/c3/b3fac365-3887-4527-0fe9-961b54617968/mzaf_13952393938989065168.plus.aac.p.m4a
2,I Can't Stop Loving You,Ray Charles,1962,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/47/1a/67/471a67b9-a83b-0bb6-33fe-4e189770df57/mzaf_14139009830623517987.plus.aac.p.m4a
3,Mashed Potato Time,Dee Dee Sharp,1962,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/dd/a1/12/dda11287-7272-2c9b-f6db-b94af2e0ef99/mzaf_4994909050617057294.plus.aac.p.m4a
4,Roses Are Red (My Love),Bobby Vinton,1962,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/98/3b/3d/983b3d2d-1b54-e3ba-4dc6-b5ddf8a8064c/mzaf_1759023396482778785.plus.aac.p.m4a
5,The Stripper,David Rose,1962,https://audio-ssl.itunes.apple.com/itunes-assets/Music/v4/5e/fa/79/5efa796a-d718-a257-03fe-5951beacb0e8/mzaf_1629368200173332556.plus.aac.p.m4a
6,Johnny Angel,Shelley Fabares,1962,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/36/82/2e/36822e16-0e89-5716-030b-10525e325626/mzaf_8205022651858524114.plus.aac.p.m4a
7,The Loco-Motion,Little Eva,1962,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/e9/dd/78/e9dd7898-fcd8-1866-1a32-b4e015461c94/mzaf_17953401818455017506.plus.aac.p.m4a
8,Let Me In,The Sensations,1962,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/42/d7/9f/42d79ff3-53a1-cbbf-8325-f545b91bd617/mzaf_17216164560577051599.plus.aac.p.m4a
9,The Twist,Chubby Checker,1962,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/9f/42/30/9f423052-655f-be7b-c3a9-a0a83e225c71/mzaf_10806182603821084649.plus.aac.p.m4a
10,Soldier Boy,The Shirelles,1962,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/87/7e/ea/877eeae5-3d29-c764-2d06-701b9b27182e/mzaf_6820491550124106914.plus.aac.p.m4a
11,Hey! Baby,Bruce Channel,1962,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/21/a1/2e/21a12e2e-ea29-7205-8591-b43796909dea/mzaf_12003273294083682661.plus.aac.p.m4a
12,The Wanderer,Dion,1962,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/40/d6/72/40d672d2-aa20-d513-aa03-05198cc39513/mzaf_16316343649632306390.plus.aac.p.m4a
13,Duke of Earl,Gene Chandler,1962,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/1c/a6/f3/1ca6f348-14a4-04f8-b452-059a5f95f6a7/mzaf_6236579572012911394.plus.aac.p.m4a
14,Palisades Park,Freddy Cannon,1962,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/fa/a7/4e/faa74ef0-d619-50b2-7782-78f1426c4ad5/mzaf_15483373257920112751.plus.aac.p.m4a
15,Breaking Up Is Hard to Do,Neil Sedaka,1962,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/41/fd/77/41fd7723-5cb6-7662-61e2-6aa791a46d17/mzaf_774915977819086033.plus.aac.p.m4a
16,Wolverton Mountain,Claude King,1962,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/ef/e7/a0/efe7a005-caae-ed2f-a91b-f6f358fbd014/mzaf_18271609007452298578.plus.aac.p.m4a
17,Slow Twistin',Chubby Checker & Dee Dee Sharp,1962,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/18/c0/2d/18c02d92-8119-68b3-54fe-1caa01039477/mzaf_9382197170539565051.plus.aac.p.m4a
18,It Keeps Right On a-Hurtin',Johnny Tillotson,1962,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/61/c6/27/61c627dd-c78a-5484-92db-e6956eb893c1/mzaf_11027416908485166742.plus.aac.p.m4a
19,The One Who Really Loves You,Mary Wells,1962,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/f4/6e/6c/f46e6cbd-54e7-3d2e-7f81-843f03044170/mzaf_10819909414584138603.plus.aac.p.m4a
20,Good Luck Charm,Elvis Presley,1962,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/3d/8f/cb/3d8fcb2a-77d8-eed2-7b77-acc056a95b01/mzaf_4061321470099675446.plus.aac.p.m4a
21,Midnight in Moscow,Kenny Ball,1962,https://audio-ssl.itunes.apple.com/itunes-assets/Music/v4/f4/9b/e0/f49be031-bb8c-f7a3-e962-a8af071763a1/mzaf_835786995571867310.plus.aac.p.m4a
22,Sheila,Tommy Roe,1962,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/d3/c0/f0/d3c0f084-8b28-b089-aa2b-934c9aa9d5a4/mzaf_15956083373075728463.plus.aac.p.m4a
23,Twistin' the Night Away,Sam Cooke,1962,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/8f/fc/45/8ffc4583-3018-9811-2687-d4848c13b153/mzaf_3283282297294241658.plus.aac.p.m4a
24,The Wah-Watusi,The Orlons,1962,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/4a/e7/4f/4ae74fad-4469-1605-06b0-3bdd7cadc910/mzaf_15908605880847654714.plus.aac.p.m4a
25,Peppermint Twist,Joey Dee and the Starliters,1962,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/98/f5/5e/98f55e73-a83f-9dba-003a-b1e4243a2f82/mzaf_10376063032033845498.plus.aac.p.m4a
26,Break It to Me Gently,Brenda Lee,1962,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/95/68/3c/95683c55-d2d8-c239-8b6e-ce27350ade4c/mzaf_3350721140262223448.plus.aac.p.m4a
27,Playboy,The Marvelettes,1962,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/05/37/d7/0537d79b-a759-ae45-8c2a-21b4ba60ea31/mzaf_4254125521503135180.plus.aac.p.m4a
28,Ramblin' Rose,Nat King Cole,1962,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/79/8e/24/798e24f7-8c7c-e924-36ca-ee3073d87dcf/mzaf_5750893484576701812.plus.aac.p.m4a
29,Sealed with a Kiss,Brian Hyland,1962,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/b1/b5/b3/b1b5b312-9f7d-f74a-0bf3-02f7fd6b8865/mzaf_6248584486097727852.plus.aac.p.m4a
30,She Cried,Jay and the Americans,1962,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/cd/a9/06/cda906aa-f14d-0cde-85c4-6d812c2cbeca/mzaf_17267016112410446637.plus.aac.p.m4a
31,Don't Break the Heart That Loves You,Connie Francis,1962,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/ad/ca/97/adca9715-1f31-055e-206c-1ab908103597/mzaf_15755477261024853152.plus.aac.p.m4a
32,Dear Lady Twist,Gary U.S. Bonds,1962,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/28/c6/20/28c62006-df7f-db36-1329-e8a4b7e9db80/mzaf_4781164617858701383.plus.aac.p.m4a
33,Norman,Sue Thompson,1962,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/f4/25/d5/f425d599-2cf5-a3ca-5d20-07e68512ce80/mzaf_16256765631073793918.plus.aac.p.m4a
34,Love Letters,Ketty Lester,1962,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/88/3b/b0/883bb014-a6a4-c771-97da-940dd6daf8ef/mzaf_12241147274538487767.plus.aac.p.m4a
35,Party Lights,Claudine Clark,1962,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/c1/59/ac/c159ac63-a568-7380-6bd9-e25332b322f6/mzaf_5935255202368628932.plus.aac.p.m4a
36,Cotton Fields,The Highwaymen,1962,https://audio-ssl.itunes.apple.com/itunes-assets/Music/c0/a3/4a/mzm.xmdahqbs.aac.p.m4a
37,Alley Cat,Bent Fabric,1962,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/2c/ea/89/2cea8973-561a-7b6d-a31c-c022a065de98/mzaf_1865129101902800785.plus.aac.p.m4a
38,Twist and Shout,The Isley Brothers,1962,https://audio-ssl.itunes.apple.com/itunes-assets/Music/94/6b/43/mzm.fgpfdbip.aac.p.m4a
39,Theme from Dr. Kildare (Three Stars Will Shine Tonight),Richard Chamberlain,1962,https://audio-ssl.itunes.apple.com/itunes-assets/Music/8d/33/b8/mzi.jeywvogm.aac.p.m4a
40,Tuff,Ace Cannon,1962,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/9c/05/a5/9c05a5d9-e7c9-1d07-bbe4-5e506a555b32/mzaf_4149801720501184506.plus.aac.p.m4a
